Date,Client name,Order Quantity,Material
12/27/2019,c1,20,12407392
12/27/2019,c1,20,12407416
12/27/2019,c1,40,12407493
12/27/2019,c1,24,12407402
12/27/2019,c1,24,12407403
12/27/2019,c1,24,12407404
12/27/2019,c1,24,12407405
12/27/2019,c1,48,12407406
12/27/2019,c1,17,12407811
12/27/2019,c1,17,12407812
12/27/2019,c1,60,12407749
12/27/2019,c1,40,12407633
12/27/2019,c1,100,12407750
12/27/2019,c1,20,12409893
12/27/2019,c1,40,12407751
12/27/2019,c1,11,12407430
12/27/2019,c1,24,12407431
12/27/2019,c1,18,12407454
12/27/2019,c1,24,12382680
12/27/2019,c1,36,12382681
12/27/2019,c1,300,12409230
12/27/2019,c1,27,12362664
12/27/2019,c1,64,12379621
12/27/2019,c1,28,12379615
12/27/2019,c1,60,12011990
12/27/2019,c1,10,12012009
12/27/2019,c1,70,12382686
12/27/2019,c1,150,9602315
12/27/2019,c1,150,9602323
12/27/2019,c1,144,9602322
12/27/2019,c1,20,12141212
12/27/2019,c1,150,12159741
12/27/2019,c1,150,12409209
12/27/2019,c1,145,12159751
12/27/2019,c1,180,12203849
12/27/2019,c1,124,12159735
12/27/2019,c1,87,12322841
12/27/2019,c1,150,12409234
12/27/2019,c1,150,12409159
12/27/2019,c1,144,12159768
12/27/2019,c1,54,12322592
12/27/2019,c1,75,12406377
12/27/2019,c1,16,12322458
